"cod_item";"fator";"faceta";"polo";"descricao";"widget";"cat_1";"cat_2";"cat_3";"cat_4";"cat_5";"gabarito";"a";"b";"c";"d"
"enem2010111121";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111121.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,67059;0,15206;0,14145;1
"enem2010111122";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111122.jpg";"radio_image";"A";"B";"C";"D";"E";"A";0,70866;2,17568;0,16707;1
"enem2010111123";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111123.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,64397;-0,29793;0,17922;1
"enem2010111124";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111124.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,26918;-0,20006;0,03988;1
"enem2010111126";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111126.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,60561;-0,44951;0,16161;1
"enem2010111127";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111127.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,18406;0,53311;0,20798;1
"enem2010111128";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111128.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,84183;-0,40844;0,15505;1
"enem2010111129";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111129.jpg";"radio_image";"A";"B";"C";"D";"E";"D";3,25598;-0,27773;0,15849;1
"enem2010111130";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111130.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,24905;0,39993;0,13867;1
"enem2010111131";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111131.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,14594;-0,01893;0,1087;1
"enem2010111132";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111132.jpg";"radio_image";"A";"B";"C";"D";"E";"B";0,91219;1,47625;0,1785;1
"enem2010111133";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111133.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,35305;0,19307;0,1765;1
"enem2010111134";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111134.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,9598;-0,19815;0,1319;1
"enem2010111135";NA;NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010111135.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,99962;0,08314;0,18542;1
